author_id;label;first_name;last_name;institutes;publications
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for Spatial and Real Estate Economics;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for Urban Management and Governance (Madner);721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Constitutionals and Administrative Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Tax oriented Business Management;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Business Law Group I (Kalss);721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Tax Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Financial Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Civil Law and Civil Procedure Group I;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Informationsrecht und Immaterialgüterrecht (Wiebe);721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for International Taxation;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Europainstitut (Nf. Griller);721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for European Affairs;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for CEE Legal Studies;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Austrian and European Public Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Austrian and European Public Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Research Institute for Family Business;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Institute for Austrian and European Public Law;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Department of Socioeconomics;721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Institute for Austrian and European Labor Law and Social Security Law (Auer-Mayer);721
4d4215c1-e495-41f0-85c1-2e681c4d6881;Michael Holoubek;Michael;Holoubek;Austrian and European Public Law;721
4d5223fc-37fb-455a-9549-560a22c47cb7;Christina Burger;Christina;Burger;Business Law Group I (Kalss);1
4d5223fc-37fb-455a-9549-560a22c47cb7;Christina Burger;Christina;Burger;Research Institute for CEE Legal Studies;1
4d5b21fb-9c5f-49c9-84a1-1fc09956de83;Michael Theil;Michael;Theil;Institute for Finance, Banking and Insurance;81
4d5b21fb-9c5f-49c9-84a1-1fc09956de83;Michael Theil;Michael;Theil;Insurance Studies;81
4d5b21fb-9c5f-49c9-84a1-1fc09956de83;Michael Theil;Michael;Theil;Institute for Risk Management and Insurance;81
4d5b21fb-9c5f-49c9-84a1-1fc09956de83;Michael Theil;Michael;Theil;Research Institute for Spatial and Real Estate Economics;81
4d5b21fb-9c5f-49c9-84a1-1fc09956de83;Michael Theil;Michael;Theil;Institute for Corporate Finance;81
4d6ee73f-721f-48f3-b9f0-34c91f2b3c8c;Fabian Siuda;Fabian;Siuda;Department of Economics (Prettner);8
4d6ee73f-721f-48f3-b9f0-34c91f2b3c8c;Fabian Siuda;Fabian;Siuda;Department of Economics (Crespo Cuaresma);8
4d7c274c-1a33-4607-8841-2fce144ed969;Ingolfur Blühdorn;Ingolfur;Blühdorn;Institute for Social Change and Sustainability;108
4d7c274c-1a33-4607-8841-2fce144ed969;Ingolfur Blühdorn;Ingolfur;Blühdorn;Competence Center for Sustainability Transformation and Responsibility;108
4d8425d6-2d45-4b66-b367-d2b66086ca5a;Dmytro Zibold;Dmytro;Zibold;Institute for Data, Process and Knowledge Management (AE Polleres);1
4d8425d6-2d45-4b66-b367-d2b66086ca5a;Dmytro Zibold;Dmytro;Zibold;Institute for Information Systems and Society;1
4d951eab-6d4c-46b2-9edd-43690438b927;Sabine Maria Eisenführer;Sabine Maria;Eisenführer;Vienna University of Economics and Business;1
4dab5325-54e5-4358-82fa-b81d9874a049;Gabriel Felbermayr;Gabriel;Felbermayr;NA;24
4dab5325-54e5-4358-82fa-b81d9874a049;Gabriel Felbermayr;Gabriel;Felbermayr;Department of Economics (Felbermayr);24
4dab5325-54e5-4358-82fa-b81d9874a049;Gabriel Felbermayr;Gabriel;Felbermayr;Vienna University of Economics and Business;24
4dab5325-54e5-4358-82fa-b81d9874a049;Gabriel J. Felbermayr;Gabriel J.;Felbermayr;Department of Economics (Felbermayr);2
4daddd5f-f6c3-455a-8c30-e4a39a865265;Claudia Brauer;Claudia;Brauer;Institute for Complex Networks;7
4daddd5f-f6c3-455a-8c30-e4a39a865265;Claudia Brauer;Claudia;Brauer;Research Institute for Computational Methods;7
4daddd5f-f6c3-455a-8c30-e4a39a865265;Claudia Brauer;Claudia;Brauer;Institute for Information Systems and Society;7
4daddd5f-f6c3-455a-8c30-e4a39a865265;Claudia Brauer;Claudia;Brauer;Institute for Information Management and Control;7
4daddd5f-f6c3-455a-8c30-e4a39a865265;Claudia Brauer;Claudia;Brauer;Information Systems and Operations Management;7
4dbdfba4-3795-4dc7-85d9-a30294e7dc4f;Katharina Luka;Katharina;Luka;Business Taxation Group;32
4dbdfba4-3795-4dc7-85d9-a30294e7dc4f;Katharina Luka;Katharina;Luka;Institute for Austrian and International Tax Law;32
4dbdfba4-3795-4dc7-85d9-a30294e7dc4f;Katharina Luka;Katharina;Luka;Corporate Tax Group;32
4dbdfba4-3795-4dc7-85d9-a30294e7dc4f;Katharina Luka;Katharina;Luka;Vienna University of Economics and Business;32
4dcd380f-d66f-4b23-b698-bfacd2d05b3d;Ewald Walterskirchen;Ewald;Walterskirchen;Institute for Ecological Economics;1
4dde9bfc-b133-43b3-87a0-b3df07e503b1;Verena Schuhbeck;Verena;Schuhbeck;Institute for Human Resource Management;1
4dde9bfc-b133-43b3-87a0-b3df07e503b1;Verena Schuhbeck;Verena;Schuhbeck;Institute for Gender and Diversity in Organizations;1
4dde9bfc-b133-43b3-87a0-b3df07e503b1;Verena Schuhbeck;Verena;Schuhbeck;Competence Center for Sustainability Transformation and Responsibility;1
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Institute for Managing Sustainability;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Competence Center for Sustainability Transformation and Responsibility;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Institute for Information Management and Control;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Department of Socioeconomics;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Vienna University of Economics and Business;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Institute for Business Policy and Planning;14
4de240b1-72e6-4951-91ba-98f627f0732d;Robert Kudlak;Robert;Kudlak;Institute for International Marketing Management;14
4e005d7a-1e9d-42f5-9626-a1c323b781c1;Lisa Maria Ramharter;Lisa Maria;Ramharter;Institute for Austrian and International Tax Law;21
4e005d7a-1e9d-42f5-9626-a1c323b781c1;Lisa Maria Ramharter;Lisa Maria;Ramharter;Accounting, Taxation and Auditing Group;21
4e005d7a-1e9d-42f5-9626-a1c323b781c1;Lisa Maria Ramharter;Lisa Maria;Ramharter;Research Institute for International Taxation;21
4e005d7a-1e9d-42f5-9626-a1c323b781c1;Lisa Maria Ramharter;Lisa Maria;Ramharter;Vienna University of Economics and Business;21
4e012601-779c-4c67-a05d-3aa626fb92bf;Andrea Lahodny-Karner;Andrea;Lahodny-Karner;Vienna University of Economics and Business;12
4e012601-779c-4c67-a05d-3aa626fb92bf;Andrea Lahodny-Karner;Andrea;Lahodny-Karner;Institute for Austrian and International Tax Law;12
4e012601-779c-4c67-a05d-3aa626fb92bf;Andrea Lahodny-Karner;Andrea;Lahodny-Karner;Tax Law;12
4e012601-779c-4c67-a05d-3aa626fb92bf;Andrea Lahodny-Karner;Andrea;Lahodny-Karner;Financial Law;12
4e165a77-24d0-4b57-a42d-84c2deb14229;Silviu Serban Scrieciu;Silviu Serban;Scrieciu;Institute for Spatial and Social-Ecological Transformations (Novy);2
4e2268c7-4078-4274-8abf-2d508a510962;Nico Pintar;Nico;Pintar;Institute for Spatial and Social-Ecological Transformations (Essletzbichler);6
4e2268c7-4078-4274-8abf-2d508a510962;Nico Pintar;Nico;Pintar;Research Institute for Spatial and Real Estate Economics;6
4e2268c7-4078-4274-8abf-2d508a510962;Nico Pintar;Nico;Pintar;Economics of Inequality;6
4e2268c7-4078-4274-8abf-2d508a510962;Nico Pintar;Nico;Pintar;Economic and Social Geography (theoratical and applied);6
4e26f1e2-e930-43f1-9cbd-bdbe8e93f80a;Anton Schmidl;Anton;Schmidl;Vienna University of Economics and Business;22
4e26f1e2-e930-43f1-9cbd-bdbe8e93f80a;Anton Schmidl;Anton;Schmidl;Management Accounting and Control Group;22
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Cerqueira Revoredo;Kate;Cerqueira Revoredo;Institute for Data, Process and Knowledge Management (AE Polleres);13
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Cerqueira Revoredo;Kate;Cerqueira Revoredo;Institute for Data, Process and Knowledge Management (AE Sabou);13
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Cerqueira Revoredo;Kate;Cerqueira Revoredo;Knowledge Management Group;13
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Cerqueira Revoredo;Kate;Cerqueira Revoredo;Vienna University of Economics and Business;13
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Revoredo;Kate;Revoredo;Institute for Data, Process and Knowledge Management (AE Sabou);4
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Revoredo;Kate;Revoredo;Institute for Data, Process and Knowledge Management (AE Polleres);4
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Revoredo;Kate;Revoredo;Institute for Data, Process and Knowledge Management;4
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Revoredo;Kate;Revoredo;Institute for Digital Ecosystems;4
4e39cb9e-a028-4d4b-a61e-62c04ed31d72;Kate Revoredo;Kate;Revoredo;Information Systems and Operations Management;4
4e573815-d165-47f7-8549-f03f15da4dd4;Joachim Hagleitner;Joachim;Hagleitner;Institute for Social Policy;2
4e573815-d165-47f7-8549-f03f15da4dd4;Joachim Hagleitner;Joachim;Hagleitner;Competence Center for Nonprofit Organizations and Social Entrepreneurship;2
4e5dd417-ed2e-4c9b-8d10-0c9627d799f3;Barbara Aigner;Barbara;Aigner;Institute for Marketing Management;1
4e6a179b-a70f-495a-98bc-99884cf8105f;Hermann Elendner;Hermann;Elendner;Institute for Financial Research;1
4e6bd6f0-5065-4255-a6f0-24ea62536019;Andreas Schotter;Andreas;Schotter;NA;21
4e6bd6f0-5065-4255-a6f0-24ea62536019;Andreas Schotter;Andreas;Schotter;Department of Global Business and Trade;21
4e6bd6f0-5065-4255-a6f0-24ea62536019;Andreas P.J. Schotter;Andreas P.J.;Schotter;Institute for International Business (Nell);14
4e6bd6f0-5065-4255-a6f0-24ea62536019;Andreas P.J. Schotter;Andreas P.J.;Schotter;Department of Global Business and Trade;14
4e6bd6f0-5065-4255-a6f0-24ea62536019;Andreas P.J. Schotter;Andreas P.J.;Schotter;NA;14
4e7e5938-37b5-4127-8ed2-5e023e303480;Christian Rammer;Christian;Rammer;Institute for Spatial and Social-Ecological Transformations (Essletzbichler);29
4e7e5938-37b5-4127-8ed2-5e023e303480;Christian Rammer;Christian;Rammer;Vienna University of Economics and Business;29
4e7e5938-37b5-4127-8ed2-5e023e303480;Christian Rammer;Christian;Rammer;Economic and Social Geography (theoratical and applied);29
4e7f8c12-eed0-4d8f-bf18-91b36483e44a;Angelika Schiemer;Angelika;Schiemer;Labour and Social Law;2
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Institute for Statistics and Mathematics;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Mathematical Methods in Statistics;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Operations Research;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Economics 6/Quantitative Economics;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Research Institute for Computational Methods;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Institute for Data, Process and Knowledge Management;53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Institute for Production Management (Taudes);53
4e8ade86-5545-4a2d-857e-47a3c5fb611c;Klaus Pötzelberger;Klaus;Pötzelberger;Institute for Marketing and Customer Analytics;53
4e8c77ca-019d-47bb-8987-f388044c7b98;Sajjad Khan;Sajjad;Khan;Institute for Distributed Ledgers and Token Economy;14
4e8c77ca-019d-47bb-8987-f388044c7b98;Sajjad Khan;Sajjad;Khan;Research Institute for Cryptoeconomics;14
4e8c77ca-019d-47bb-8987-f388044c7b98;Sajjad Khan;Sajjad;Khan;Institute for Digital Ecosystems;14
4e8c77ca-019d-47bb-8987-f388044c7b98;Sajjad Khan;Sajjad;Khan;Information Systems and Operations Management;14
4ea86790-e6ad-4d0a-b7be-1d26f2d2356c;Anna Obermair;Anna;Obermair;Public Finance;6
4ea86790-e6ad-4d0a-b7be-1d26f2d2356c;Anna Obermair;Anna;Obermair;Vienna University of Economics and Business;6
4eae40ed-2a3c-4924-bf49-a50907fc0a6a;Katrin Allram;Katrin;Allram;Institute for Public Law with a focus on Energy Law;10
4eae40ed-2a3c-4924-bf49-a50907fc0a6a;Katrin Allram;Katrin;Allram;Austrian and European Public Law;10
4eae40ed-2a3c-4924-bf49-a50907fc0a6a;Katrin Allram;Katrin;Allram;Austrian and European Public Law;10
4eae40ed-2a3c-4924-bf49-a50907fc0a6a;Katrin Allram;Katrin;Allram;Institute for Austrian and International Tax Law;10
4eaf1395-684f-4a20-ad7b-59c9976a9857;Nora Haas;Nora;Haas;Department of Strategy and Innovation;1
4eaf1395-684f-4a20-ad7b-59c9976a9857;Nora Haas;Nora;Haas;Institute for Strategy and Managerial Accounting;1
4eaf1395-684f-4a20-ad7b-59c9976a9857;Nora Haas;Nora;Haas;Competence Center for Sustainability Transformation and Responsibility;1
4eb744da-b9e8-4d32-997c-0de8b1879a65;Marion Christine Totter;Marion Christine;Totter;Institute for Sociology and Social Research;9
4eb744da-b9e8-4d32-997c-0de8b1879a65;Marion Christine Totter;Marion Christine;Totter;Competence Center for Nonprofit Organizations and Social Entrepreneurship;9
4eb744da-b9e8-4d32-997c-0de8b1879a65;Marion Christine Totter;Marion Christine;Totter;Research Institute for Cooperation and Cooperatives;9
4eb744da-b9e8-4d32-997c-0de8b1879a65;Marion Christine Totter;Marion Christine;Totter;Institute for Social Change and Sustainability;9
4eb7d1cf-9981-4d0c-a1d0-aeaf969c9f96;Bernhard Rengs;Bernhard;Rengs;Demography Group;3
4eb7d1cf-9981-4d0c-a1d0-aeaf969c9f96;Bernhard Rengs;Bernhard;Rengs;Research Institute for Human Capital and Development;3
4eb7d1cf-9981-4d0c-a1d0-aeaf969c9f96;Bernhard Rengs;Bernhard;Rengs;Institute for Social Policy;3
4ec4cd3f-d342-46f9-8fd3-87d1ae319baa;Irini Vafiadis;Irini;Vafiadis;Competence Center for Sustainability Transformation and Responsibility;1
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Hoeltl;Andrea;Hoeltl;Institute for Information Management and Control;4
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Höltl;Andrea;Höltl;Department of Economics (Berger);11
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Höltl;Andrea;Höltl;Institute for Information Systems and Society;11
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Höltl;Andrea;Höltl;Institute for Information Management and Control;11
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Höltl;Andrea;Höltl;Institute for Business Education;11
4ed4eb1d-cbe8-4102-b0c1-b9213848a162;Andrea Höltl;Andrea;Höltl;Competence Center for Empirical Research Methods;11
4ed70e1b-5897-402e-9df9-08e7d4f05b62;Christian Beer;Christian;Beer;Institute for Spatial and Social-Ecological Transformations (Essletzbichler);1
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Institute for Digital Ecosystems;46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;NA;46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Marketing;46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Competence Center for Experimental Research;46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Institute for Data, Process and Knowledge Management (AE Polleres);46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Information Systems and Operations Management;46
4ee15f9f-4a77-426b-8485-eda3c6a0fdd1;Verena Dorner;Verena;Dorner;Department of Economics (Fellner-Röhling);46
4ee78c25-4df3-4276-9ea3-77790d64fec1;Matthias Humer;Matthias;Humer;Competence Center for Nonprofit Organizations and Social Entrepreneurship;1
4ee819bc-616b-4979-b179-a6c59566bc41;Alfred Stiassny;Alfred;Stiassny;Department of Economics (Gugler);55
4ee819bc-616b-4979-b179-a6c59566bc41;Alfred Stiassny;Alfred;Stiassny;Economics 6/Quantitative Economics;55
4ee819bc-616b-4979-b179-a6c59566bc41;Alfred Stiassny;Alfred;Stiassny;Department of Economics;55
4ee819bc-616b-4979-b179-a6c59566bc41;Alfred Stiassny;Alfred;Stiassny;Department of Economics (Kartal);55
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Insurance Studies;73
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Institute for Finance, Banking and Insurance;73
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Mathematical Methods in Statistics;73
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Institute for Risk Management and Insurance;73
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Institute for Corporate Finance;73
4ee97309-87c8-4e88-bd79-e22ac7d43432;Elke Holzer;Elke;Holzer;Research Institute for Health Care Management and Economics;73
4eec3618-3056-4930-8bbb-4e153e5df771;Rene Bauer;Rene;Bauer;Institute for Transport and Logistics Management;1
4eec3618-3056-4930-8bbb-4e153e5df771;René Bauer;René;Bauer;Institute for Transport and Logistics Management;1
4f03cbe1-eff5-45c8-8bcf-3af30c61ff19;Peter Gruber;Peter;Gruber;Civil Law and Civil Procedure Group IV (Spitzer);16
4f03cbe1-eff5-45c8-8bcf-3af30c61ff19;Peter Gruber;Peter;Gruber;Institute for Civil Law and Civil Procedure;16
4f03cbe1-eff5-45c8-8bcf-3af30c61ff19;Peter Gruber;Peter;Gruber;Austrian and European Public Law;16
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Information Systems and Operations Management;22
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Institute for Production Management (Reiner);22
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Institute for Production Management;22
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Institute for Transport and Logistics Management;22
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Department of Global Business and Trade;22
4f17a968-a1c9-405c-b918-4c5be25fb476;Lena Silbermayr;Lena;Silbermayr;Institute for Production Management (Taudes);22
4f3a9166-074c-4533-83d6-eacccdd22d43;Dominik Schindl;Dominik;Schindl;Civil Law and Civil Procedure Group IV (Spitzer);31
4f67e4f1-d799-4654-8464-61aabfcfa41e;Stephan Foglar-Deinhardstein;Stephan;Foglar-Deinhardstein;Civil Law and Civil Procedure Group I;11
4f67e4f1-d799-4654-8464-61aabfcfa41e;Stephan Foglar-Deinhardstein;Stephan;Foglar-Deinhardstein;Institute for Civil Law and Civil Procedure;11
4f67e4f1-d799-4654-8464-61aabfcfa41e;Stephan Foglar-Deinhardstein;Stephan;Foglar-Deinhardstein;Department of Private Law;11
4f67e4f1-d799-4654-8464-61aabfcfa41e;Stephan Foglar-Deinhardstein;Stephan;Foglar-Deinhardstein;Vienna University of Economics and Business;11
4f7d6ee1-d1e4-401a-b14d-c1597761376b;Sabine Gisch-Boie;Sabine;Gisch-Boie;Institute for Managing Sustainability;1
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Constitutionals and Administrative Law;2
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Institute for Public Law with a focus on Energy Law;2
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Austrian and European Public Law;2
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Austrian and European Public Law;2
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Tax Law;2
4f7f1362-cb13-4715-a4e9-fb76157e4fc0;Josef Bauer;Josef;Bauer;Financial Law;2
4f81e0fc-ebac-477f-b603-7e03065589f5;Claudia Danzinger;Claudia;Danzinger;Information Technology in Business;5
4f81e0fc-ebac-477f-b603-7e03065589f5;Claudia Danzinger;Claudia;Danzinger;Wirtschaftsinformatik und Neue Medien (Neumann);5
4f81e0fc-ebac-477f-b603-7e03065589f5;Claudia Danzinger;Claudia;Danzinger;Institute for Information Management and Control;5
4f871b40-5a13-40ab-84b0-41399e5053a5;Rotem Zelingher;Rotem;Zelingher;NA;8
4f871b40-5a13-40ab-84b0-41399e5053a5;Rotem Zelingher;Rotem;Zelingher;Department of Economics (Crespo Cuaresma);8
4f9768a8-4f5b-4676-a2df-38c2f6106ac8;Hubert Hametner;Hubert;Hametner;Institute for Sociology and Social Research;1
4f9a6d6c-7865-4f4a-9edd-ad8b59c3cf42;Oliver Rehbein;Oliver;Rehbein;NA;4
4f9a6d6c-7865-4f4a-9edd-ad8b59c3cf42;Oliver Rehbein;Oliver;Rehbein;Institute for Finance, Banking and Insurance;4
4faa0dc6-b7f3-4703-bf2d-7d2e275aa83b;Julia Therese Kuhn;Julia Therese;Kuhn;Department of Romance Language;58
4faa0dc6-b7f3-4703-bf2d-7d2e275aa83b;Julia Therese Kuhn;Julia Therese;Kuhn;Vienna University of Economics and Business;58
4faa0dc6-b7f3-4703-bf2d-7d2e275aa83b;Julia Therese Kuhn;Julia Therese;Kuhn;Institute for Romance Languages;58
4faa0dc6-b7f3-4703-bf2d-7d2e275aa83b;Julia Therese Kuhn;Julia Therese;Kuhn;Department of Business Communication;58
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;NA;91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Institute for Austrian and European Labor Law and Social Security Law (Auer-Mayer);91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Civil Law and Civil Procedure Group II (Kodek);91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Institute for Austrian and European Labor Law and Social Security Law (Kietaibl);91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Civil Law and Civil Procedure Group I;91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Civil Law and Civil Procedure Group V (Civil, Business and Insolvency Law);91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Civil Law and Civil Procedure Group IV (Spitzer);91
4fdc23d9-9f7e-464c-8110-ed1efc63caa4;Christoph Kietaibl;Christoph;Kietaibl;Civil Law and Civil Procedure Group III (Financial Market Law);91
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Integrierte Unternehmensrechnung (Riegler);2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Institute for Organization Studies;2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Management Accounting and Control Group;2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Research Institute for Urban Management and Governance;2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Institute for Strategy and Managerial Accounting;2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Financial Accounting and Auditing Group;2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Research Institute for Urban Management and Governance (Meyer);2
4fe65e9d-c5d6-4bfd-a72a-1993b981821c;Gerhard Kristandl;Gerhard;Kristandl;Institute for Public Management and Governance;2
4feda238-a6f6-4dfd-b73e-253ba252c97a;Anastasiia Andreeva;Anastasiia;Andreeva;Institute for Public Management and Governance;1
50047b5e-5e22-4596-adff-00ffc158f4dd;Raffaele Petruzzi;Raffaele;Petruzzi;Institute for Austrian and International Tax Law;116
50047b5e-5e22-4596-adff-00ffc158f4dd;Raffaele Petruzzi;Raffaele;Petruzzi;Research Institute for International Taxation;116
50047b5e-5e22-4596-adff-00ffc158f4dd;Raffaele Petruzzi;Raffaele;Petruzzi;Vienna University of Economics and Business;116
50048c03-f4e3-4e58-b8a2-42527a71633c;Vivien Lunda;Vivien;Lunda;Institute for Spatial and Social-Ecological Transformations (Novy);3
50048c03-f4e3-4e58-b8a2-42527a71633c;Vivien Lunda;Vivien;Lunda;Department of Socioeconomics;3
501292e8-bd41-47a2-8157-e21caa68af0b;Marisa Elisa Schlacher;Marisa Elisa;Schlacher;Vienna University of Economics and Business;3
50575eac-3fcc-47dd-acf6-22399fde3470;Wilfried Kisling;Wilfried;Kisling;Institute for Economic and Social History;8
50575eac-3fcc-47dd-acf6-22399fde3470;Wilfried Kisling;Wilfried;Kisling;NA;8
5059624d-fe7e-420f-88f7-1d51872153ae;Daniela Kremslehner;Daniela;Kremslehner;Institute for Finance, Banking and Insurance;1
5059624d-fe7e-420f-88f7-1d51872153ae;Daniela Kremslehner;Daniela;Kremslehner;Institute for Financial Research;1
5075603d-bd6b-462a-856e-7f7159ec1b62;Josef Fröhlich;Josef;Fröhlich;Institute for Spatial and Social-Ecological Transformations (Essletzbichler);1
508a3ab5-72ea-42ad-8658-52a30fd02991;Hannah Kranawetter;Hannah;Kranawetter;Institute for Austrian and International Tax Law;1
50babf27-01f0-473b-afe0-79e9596cfedd;Stefan Josko Riegelnik;Stefan Josko;Riegelnik;Institute for Economic and Social History;1
